judul,rating,genre,poster_url,musim_tayang,jenis_tayangan,sinopsis,studio,sinopsis_final
Given Movie 1,8.11,"Boys Love, Drama",https://cdn.myanimelist.net/images/anime/1648/111422.jpg,Summer 2020,Movie,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.

Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko's on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.

As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.

[Written by MAL Rewrite]",Lerche,the band given comprised of ritsuka uenoyama mafuyu satou haruki nakayama and akihiko kaji has advanced to the final screening of the countdownfes amateur contest in which they will be judged on their live act although enthusiastic they worry about having only one original song to perform mafuyu embraces the idea of learning more about music in order to create new emotionally resonant songs in this regard he unexpectedly receives help from ugetsu murata akihikos onagain offagain lover ugetsu has unsuccessfully tried to let go of akihiko who himself is torn between lingering feelings for his past and an uncertain resolve for the future as the competition draws near haruki uncharacteristically begins to doubt his place in the band and the trust he shares with akihiko it is a given that not all attachments last forever but it remains to be seen what can be salvaged from the ruins of heartbreak or if only regrets will endure written by mal rewrite
Umibe no Étranger,7.81,Boys Love,https://cdn.myanimelist.net/images/anime/1668/108792.jpg,Summer 2020,Movie,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland.

Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment?

[Written by MAL Rewrite]",Studio Hibari,shun hashimoto is an openly gay aspiring novelist living in okinawa who was abandoned by his parents after coming out to them mio chibana is a reserved orphaned high school student often found spending his time by the sea one day the two meet on the beach and shun is instantly captivated by mio the days fly by as they slowly begin to grow closer until mio suddenly announces that he has to leave for the mainland three years pass before a yearold mio returns to okinawa to confess his love to shun however in those three years shuns life has changed will he be able to accept mios feelings and make such a commitment written by mal rewrite
Date A Bullet: Dead or Bullet,7.59,"Action, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1984/108425.jpg,Summer 2020,Movie,"Soon after falling into another world, Kurumi Tokisaki takes interest in a particular white cat. Much to Kurumi's disappointment, the two part ways.

Kurumi later meets Hibiki Higoromo, a white haired quasi-spirit. Hibiki explains that they are at the center of a killing game between quasi-spirits. Within the Neighboring World, the spirits compete for a single wish to be granted to the lone survivor of the death-match.

Understanding the rules of the game, Kurumi and Hibiki reach a compromise—a temporary alliance.

[Written by MAL Rewrite]",Geek Toys,soon after falling into another world rum tokisaki takes interest in a particular white cat much to rum disappointment the two part ways rum later meets hibiki higoromo a white haired quasispirit hibiki explains that they are at the center of a killing game between quasispirits within the neighboring world the spirits compete for a single wish to be granted to the lone survivor of the deathmatch understanding the rules of the game rum and hibiki reach a compromise a temporary alliance written by mal rewrite
Shingeki no Kyojin: Chronicle,7.83,"Action, Drama, Suspense, Gore, Military, Survival",https://cdn.myanimelist.net/images/anime/1786/110717.jpg,Summer 2020,Movie,The compilation film recaps the anime's 59 episodes from seasons one to three.,Wit Studio,the compilation film recaps the animes episodes from seasons one to three
"Omoi, Omoware, Furi, Furare",7.25,"Drama, Romance, Love Polygon, School",https://cdn.myanimelist.net/images/anime/1418/108748.jpg,Summer 2020,Movie,"Yuna Ichihara's spring break is far from pleasant, especially after she sends off her best friend Sacchan, who is moving away. But while heading home, the timid girl brightens up when she encounters a boy who looks exactly like her first love—a prince from a shoujo manga. Subsequently, she finds herself in a peculiar situation with the mature Akari Yamamoto, a new neighbor who immediately befriends her.

Now attending the same high school together, Yuna shows interest in Akari's brother Rio—the same mysterious and handsome boy she met during spring break. Likewise, Akari is falling for Yuna's carefree childhood friend, Kazuomi Inui. However, love is not at anyone's fingertips, as the relationship between these four contrasting friends faces complications, preventing them from moving forward. To discover the truth between them, they will need to confront their own struggles and uncover secrets hidden among themselves.

[Written by MAL Rewrite]",A-1 Pictures,yuna ichiharas spring break is far from pleasant especially after she sends off her best friend sacchan who is moving away but while heading home the timid girl brightens up when she encounters a boy who looks exactly like her first love a prince from a shoujo manga subsequently she finds herself in a peculiar situation with the mature akar yamamoto a new neighbor who immediately befriends her now attending the same high school together yuna shows interest in akar brother rio the same mysterious and handsome boy she met during spring break likewise akar is falling for yunas carefree childhood friend kazuomi inui however love is not at anyones fingertips as the relationship between these four contrasting friends faces complications preventing them from moving forward to discover the truth between them they will need to confront their own struggles and uncover secrets hidden among themselves written by mal rewrite
"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.35,"Action, Comedy, Anthropomorphic, Educational, Medical",https://cdn.myanimelist.net/images/anime/1413/108382.jpg,Summer 2020,Movie,"Ippan Saibou is envious of the public praise immune system cells like white blood cells receive for protecting the human body from deadly pathogens. Instead of watching safely from his home, he also wants to be useful and get recognized for his efforts. He soon comes across a group of infantile-looking bacteria getting washed away by a river current. Despite knowing the potential dangers that they hold, he rescues the bacteria and brings them to safety. However, Hakkekkyuu U-1146 picks up the presence of these bacteria and is on the hunt for them.

Meanwhile, somewhere else in the human body is NK Saibou, who is on the lookout for someone. Based on her intel, he is an antigen that the immune system cells have previously encountered, and he may have returned for revenge.

[Written by MAL Rewrite]",David Production,ippan saibou is envious of the public praise immune system cells like white blood cells receive for protecting the human body from deadly pathogens instead of watching safely from his home he also wants to be useful and get recognized for his efforts he soon comes across a group of infantilelooking bacteria getting washed away by a river current despite knowing the potential dangers that they hold he rescues the bacteria and brings them to safety however hakkekkyuu u picks up the presence of these bacteria and is on the hunt for them meanwhile somewhere else in the human body is nk saibou who is on the lookout for someone based on her intel he is an antigen that the immune system cells have previously encountered and he may have returned for revenge written by mal rewrite
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.58,"Music, Performing Arts, School",https://cdn.myanimelist.net/images/anime/1542/108494.jpg,Summer 2020,Movie,"At the performing arts division of Seishou Music Academy, the ever-evolving stage threads the lives of its students together as they tirelessly hone their craft. Yet, as the girls prepare for a new rendition of the previous year's performance, the carefree Karen Aijou begins to settle for a smaller role. However, her waning passion is reignited by the return of her childhood friend Hikari Kagura, whose sudden transfer to the academy triggers a flurry of changes in the class dynamics.

Subsequently, Karen chances upon a secret battleground underneath the school, which houses a set of auditions that will crown its ultimate victor as ""Top Star."" As she dives headfirst into these enigmatic trials, Karen begins to learn about the tribulations that come with vying for the top. Even if fate wills them apart, Karen and Hikari must fight in hopes of fulfilling their childhood promise: to become stars together.

[Written by MAL Rewrite]",Kinema Citrus,at the performing arts division of seishou music academy the everevolving stage threads the lives of its students together as they tirelessly hone their craft yet as the girls prepare for a new rendition of the previous years performance the carefree karen aijou begins to settle for a smaller role however her waning passion is reignited by the return of her childhood friend hikari kagura whose sudden transfer to the academy triggers a flurry of changes in the class dynamics subsequently karen chances upon a secret battleground underneath the school which houses a set of auditions that will crown its ultimate victor as top star as she dives headfirst into these enigmatic trials karen begins to learn about the tribulations that come with vying for the top even if fate wills them apart karen and hikari must fight in hopes of fulfilling their childhood promise to become stars together written by mal rewrite
Doraemon Movie 40: Nobita no Shin Kyouryuu,7.6,"Adventure, Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1745/108659.jpg,Summer 2020,Movie,"Nobita and the gang travel 66 million years into the past to bring a pair of adorable dinosaur twins back to where they belong.

(Source: Netflix)",Shin-Ei Animation,nobita and the gang travel million years into the past to bring a pair of adorable dinosaur twins back to where they bong source netflix
Kesshouban: Eigakan e Iku,5.93,Comedy,https://cdn.myanimelist.net/images/anime/1971/108781.jpg,Summer 2020,Movie,"An anime short screened along with the Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi! (Cells at Work!! The Return of the Strongest Enemy. A Huge Uproar in the Body’s Bowels!) theatrical anime.

(Source: ANN)",add some,an anime short screened along with the hataraku saibou saikyou no teki futatabi karada no naka wa chou oosawagi cells at work the return of the strongest enemy a huge uproar in the body s bowels theatrical anime source ann
Kouya no Kotobuki Hikoutai Kanzenban,6.45,"Action, Adventure",https://cdn.myanimelist.net/images/anime/1264/111423.jpg,Summer 2020,Movie,Compilation film with new content.,"WAO World, GEMBA",compilation film with new content
Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,7.17,Comedy,https://cdn.myanimelist.net/images/anime/1778/119276.jpg,Summer 2020,Movie,"Due to the advent of modern technology, kids have abandoned their crayons and paper for electronic tablets, causing the imaginative energy emitted from children's doodles to reach an all-time low. Consequently, the Rakuga Kingdom in the sky, powered by such energy, is now at risk of collapsing onto the cities below. For any hope to avoid such a catastrophe, the kingdom's princess hastily seeks out a hero from Earth capable of wielding the ""Miracle Crayon."" 

While the kingdom's reformers arrive on land to seize Earth, the magical crayon finds itself in the hands of Shinnosuke ""Shin-chan"" Nohara. In a journey that will test the limits of childlike imagination, Shin-chan must harness his creativity to secure the safety of his home and restore peace to both worlds.

[Written by MAL Rewrite]",Shin-Ei Animation,due to the advent of modern technology kids have abandoned their crayons and paper for electronic tablets causing the imaginative energy emitted from childrens doodles to reach an alltime low consequently the rakuga kingdom in the sky powered by such energy is now at risk of collapsing onto the cities below for any hope to avoid such a catastrophe the kingdoms princess hastily eks out a hero from earth capable of wielding the miracle crayon while the kingdoms reformers arrive on land to seize earth the magical crayon finds itself in the hands of shinnosuke shinchan nohara in a journey that will test the limits of childlike imagination shinchan must harness his creativity to secure the safety of his home and restore peace to both worlds written by mal rewrite
Gigi Goegoe Sunghyungsoo,6.18,"Horror, Suspense",https://cdn.myanimelist.net/images/anime/1930/108989.jpg,Summer 2020,Movie,"Beauty Water looks like a common skin cosmetic. But unlike other cosmetics, people can sculpt their skin with it like molding clay and change their appearance. An ordinary girl, Yaeji, comes across the 'Beauty Water' by chance, and her endless desire to be the most beautiful woman brings her unimaginable disaster.

(Source: Anilist)",Studio Animal,beauty water looks like a common skin cosmetic but unlike other cosmetics people can sculpt their skin with it like molding clay and change their appearance an ordinary girl yaeji comes across the beauty water by chance and her endless desire to be the most beautiful woman brings her unimaginable disaster source anilist
Planetarium Pokemon: Aurora kara no Message,6.64,"Action, Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/1141/109296.jpg,Summer 2020,Movie,"Word has it that whenever the sun enters a new solar cycle that there's a chance the so-called Aurora Pokémon, the legendary Pokémon Suicune itself, will make an appearance! Satoshi and Gou head toward Aurora Village as research fellows from the Sakuragi Laboratory in order to look into the connection between Suicune and the auroras. There, they meet a girl named Emma, whose father is an aurora researcher, as well as the many Pokémon who live out there in the snowy fields. But the Rocket-Dan appear before Satoshi and the others to get Pikachu! Will our heroes be able to reach the auroras and meet Suicune after all!?

(Source: Dogasu's Backpack)",OLM,word has it that whenever the sun enters a new solar cycle that theres a chance the socalled aurora pok mon the legendary pok mon suicune itself will make an appearance satoshi and gou head toward aurora village as research fellows from the sakuragi laboratory in order to look into the connection between suicune and the auroras there they meet a girl named emma whose father is an aurora researcher as well as the many pok mon who live out there in the snowy fields but the rocketdan appear before satoshi and the others to get pikachu will our heroes be able to reach the auroras and meet suicune after all source dogasus backpack
This Is Not Blue,5.35,Avant Garde,https://cdn.myanimelist.net/images/anime/1066/109137.jpg,Summer 2020,Movie,"An experimental film by mareykrap about the color blue. Blue pigment in the natural world is very rare. Instead, what we typically observe is the reflection of blue light waves. How much ""true blue"" really exists in our world? A series of blue images. Or are they?",add some,an experimental film by mareykrap about the color blue blue pigment in the natural world is very rare instead what we typically observe is the reflection of blue light waves how much true blue really exists in our world a series of blue images or are they
Kata no Ato,5.83,Girls Love,https://cdn.myanimelist.net/images/anime/1694/118756.jpg,Summer 2020,Movie,"My friend Emi appeared in my dream. I was so surprised by this, I couldn't face her at school that day. But I forgot that we had to go to the swimming pool for PE class that afternoon, so I ended up having to borrow Emi's swimsuit.

Furukawahara Momoka's graduation work from 2019 at Tokyo Zokei University.

(Source: Anilist)",add some,my friend emi appeared in my dream i was so surprised by this i couldnt face her at school that day but i forgot that we had to go to the swimming pool for pe class that afternoon so i ended up having to borrow emis swimsuit furukawahara momokas graduation work from at tokyo zokei university source anilist
Jujutsu Kaisen,8.53,"Action, Award Winning, Supernatural",https://cdn.myanimelist.net/images/anime/1171/109222.jpg,Fall 2020,TV,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.

Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.

[Written by MAL Rewrite]",MAPPA,idly indulging in baseless paranormal activities with the occult club high schooler yuuji itadori spends his days at either the clubroom or the hospital where he visits his bedridden grandfather however this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item triggering a chain of supernatural occurrences yuuji finds himself suddenly thrust into the world of curses dreadful beings formed from human malice and negativity after swallowing the said item revealed to be a finger belonging to the demon sukuna ryoumen the king of curses yuuji experiences firsthand the threat these curses pose to society as he discovers his own newfound powers introduced to the tokyo prefectural jujutsu high school he begins to walk down a path from which he cannot return the path of a jujutsu sorcerer written by mal rewrite
Haikyuu!! To the Top Part 2,8.56,"Sports, School, Team Sports",https://cdn.myanimelist.net/images/anime/1453/106768.jpg,Fall 2020,TV,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno.

As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded.

Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?

[Written by MAL Rewrite]",Production I.G,once called a fallen powerhouse and known as flightless crows karasuno high school has finally taken flight at nationals with a comprehensive performance against tsubakihara academy in their first match the team is now facing its toughest opponent yet the runnersup of the last spring tournament inarizaki high school furthermore dealing with the formidable twin miya brothers only makes things more difficult for karasuno as soon as the match begins karasuno is overwhelmed by all the noise and jeers from the supporters of inarizaki high but rekindles its strength thanks to its own loyal fans karasuno also gains some momentum by utilizing an attack centered on shouyou hinata but the eccentric play of atsumu and osamu miya delivers an unexpected blow that leaves their opponent astounded things are bound to get intense as the match progresses between these two teams will karasuno be able to defeat inarizaki high and overcome the hurdles that threaten its pursuit to the top written by mal rewrite
Tonikaku Kawaii,7.84,"Comedy, Romance",https://cdn.myanimelist.net/images/anime/1613/108722.jpg,Fall 2020,TV,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck. 

Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!

[Written by MAL Rewrite]",Seven Arcs,nasa yuzaki is determined to leave his name in the history books ranking first in the national mock exam and aiming for a distinguished high school he is certain that he has his whole life mapped out however fate is a fickle mistress on his way home one snowy evening nasas eyes fall upon a peerless beauty across the street bewitched nasa tries to approach her only to get blindsided by an oncoming truck thankfully his life is spared due to the girls swift action bleeding by the side of an ambulance he watches as the girl walks away under the moonlight reminiscent of princess kaguya leaving for the moon refusing to let this chance meeting end he forces his crippled body to chase after her and asks her out surprised by his foolhardiness and pure resolve the girl accepts his confession under a single condition they can only be together if he marries her written by mal rewrite
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,"Action, Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1523/108380.jpg,Fall 2020,TV,"Upon his run-in with a Vouivre—a monster known to be very dangerous—Hestia Familia's captain Bell Cranel is struck with incomprehension. Despite its preceding reputation, the supposed bloodthirsty creature happens to be crying and flees from a group of adventurers. The monster, taking the form of a terrified little girl, prompts Bell to swiftly decide to hide her. Unbeknownst to him, this act of kindness will cause massive repercussions that will soon echo throughout the entire city of Orario.

[Written by MAL Rewrite]",J.C.Staff,upon his runin with a vouivre a monster known to be very dangerous hestia familias captain bell cranel is struck with incomprehension despite its preceding reputation the supposed bloodthirsty creature happens to be crying and flees from a group of adventurers the monster taking the form of a terrified little girl prompts bell to swiftly decide to hide her unbeknownst to him this act of kindness will cause massive repercussions that will soon echo throughout the entire city of orario written by mal rewrite
Yuukoku no Moriarty,8.17,"Mystery, Suspense, Adult Cast, Historical, Organized Crime, Psychological",https://cdn.myanimelist.net/images/anime/1464/108330.jpg,Fall 2020,TV,"During the late 19th century, Great Britain has become the greatest empire the world has ever known. Hidden within its success, the nation's rigid economic hierarchy dictates the value of one's life solely on status and wealth. To no surprise, the system favors the aristocracy at the top and renders it impossible for the working class to ascend the ranks.

William James Moriarty, the second son of the Moriarty household, lives as a regular noble while also being a consultant for the common folk to give them a hand and solve their problems. However, deep inside him lies a desire to destroy the current structure that dominates British society and those who benefit from it. 

Alongside his brothers Albert and Louis, William will do anything it takes to change the filthy world he lives in—even if blood must be spilled.

[Written by MAL Rewrite]",Production I.G,during the late th century great britain has become the greatest empire the world has ever known hidden within its success the nations rigid economic hierarchy dictates the value of ones life solely on status and wealth to no surprise the system favors the aristocracy at the top and renders it impossible for the working class to ascend the ranks william james moriarty the second son of the moriarty household lives as a regular noble while also being a consultant for the common folk to give them a hand and solve their problems however deep inside him lies a desire to destroy the current structure that dominates british society and those who benefit from it alongside his brothers albert and louis william will do anything it takes to change the filthy world he lives in even if blood must be spilled written by mal rewrite
Akudama Drive,7.57,"Action, Sci-Fi, Suspense, Adult Cast, Gore",https://cdn.myanimelist.net/images/anime/1468/109172.jpg,Fall 2020,TV,"The bustling metropolis of Kansai, where cybernetic screens litter the neon landscape, may seem like a technological utopia at first glance. But in the dark alleys around the brightly-lit buildings, an unforgiving criminal underbelly still exists in the form of fugitives known as ""Akudama."" 

No stranger to these individuals, Kansai police begin the countdown to the public execution of an infamous Akudama ""Cutthroat,"" guilty of killing 999 people. However, a mysterious message is sent to several elite Akudama, enlisting them to free Cutthroat for a substantial amount of money. An invisible hand seeks to gather these dangerous personas in one place, ensuring that the execution is well underway to becoming a full-blown bloodbath.

[Written by MAL Rewrite]",Studio Pierrot,the bustling metropolis of kansai where cybernetic screens litter the neon landscape may seem like a technological utopia at first glance but in the dark alleys around the brightlylit buildings an unforgiving criminal underbelly still exists in the form of fugitives known as akudama no stranger to these individuals kansai police begin the countdown to the public execution of an infamous akudama cutthroat guilty of killing people however a mysterious message is sent to several elite akudama enlisting them to free cutthroat for a substantial amount of money an invisible hand eks to gather these dangerous personas in one place ensuring that the execution is well underway to becoming a fullblown bloodbath written by mal rewrite
Majo no Tabitabi,7.56,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/1802/108501.jpg,Fall 2020,TV,"Since childhood, Elaina has always been fascinated by the stories written within her favorite book, especially those about Nike, a renowned witch who had numerous great travels across the world. Wanting to experience the awe of adventure herself, Elaina strives to become a witch, and despite the numerous trials that come her way, she eventually succeeds.

Now a full-fledged witch, Elaina finally embarks on her long-awaited journey, in which she meets many people along the way, learning their various stories. Through all of this, she explores the world at its fullest—experiencing both its bright and dark sides—starting her legendary tale.

[Written by MAL Rewrite]",C2C,since childhood elaina has always been fascinated by the stories written within her favorite book especially those about nike a renowned witch who had numerous great travels across the world wanting to experience the awe of adventure herself elaina strives to become a witch and despite the numerous trials that come her way she eventually succeeds now a fullfledged witch elaina finally embarks on her longawaited journey in which she meets many people along the way learning their various stories through all of this she explores the world at its fullest experiencing both its bright and dark sides starting her legendary tale written by mal rewrite
Mahouka Koukou no Rettousei: Raihousha-hen,7.27,"Action, Fantasy, Romance, Sci-Fi, School, Urban Fantasy",https://cdn.myanimelist.net/images/anime/1322/114329.jpg,Fall 2020,TV,"Following the events of ""Scorched Halloween,"" the world is introduced to a terrifyingly powerful Strategic class magician. In an effort to uncover the identity of this person, the United States of the North American Continent (USNA) dispatches the most powerful asset in its arsenal to Japan on a covert mission—the elite magician unit ""Stars"" and its commander, Angie Sirius.

At First High School, Tatsuya Shiba and his friends are having a farewell party for Shizuku Kitayama, who is leaving to study abroad in the USNA as part of an exchange program. In her place, the group welcomes the beautiful Angelina ""Lina"" Kudou Shields. Around the same time, Tatsuya is informed about the USNA's plan to uncover his true identity.

Elsewhere in Tokyo, numerous reports arise of seemingly random bodies found drained of blood. Dubbed as the works of a vampire, it does not take long for Tatsuya to connect the dots and realize that it is almost impossible for the timing of these events to be mere coincidence.

[Written by MAL Rewrite]",8bit,following the events of scorched halloween the world is introduced to a terrifyingly powerful strategic class magician in an effort to uncover the identity of this person the united states of the north american continent usna dispatches the most powerful asset in its arsenal to japan on a covert mission the elite magician unit stars and its commander angie sirius at first high school tatsuya shiba and his friends are having a farewell party for shizuku kitayama who is leaving to study abroad in the usna as part of an exchange program in her place the group welcomes the beautiful angelina lina kudou shields around the same time tatsuya is informed about the usnas plan to uncover his true identity elsewhere in tokyo numerous reports arise of seemingly random bodies found drained of blood dubbed as the works of a vampire it does not take long for tatsuya to connect the dots and realize that it is almost impossible for the timing of these events to be mere coincidence written by mal rewrite
Munou na Nana,7.17,"Suspense, Psychological, Super Power",https://cdn.myanimelist.net/images/anime/1301/110433.jpg,Fall 2020,TV,"Fifty years ago, horrific creatures dubbed as the ""enemies of humanity"" suddenly appeared around the world. To combat these threats, teenagers gifted with supernatural abilities called ""Talents""—such as pyrokinesis and time travel—hone their powers at an academy on a secluded island. 

Nanao Nakajima, however, is quite different from the others on the island: he has no Talent. With many ""Talented"" teenagers around him, Nanao is often a target for bullying, but even so, he still strives to complete his training. Soon after, two transfer students, the mysterious Kyouya Onodera and the mind-reading Nana Hiiragi, join the class. But just as everyone starts blending as comrades-in-arms, mysterious disappearances begin to threaten the class's entire foundation.

[Written by MAL Rewrite]",Bridge,fifty years ago horrific creatures dubbed as the enemies of humanity suddenly appeared around the world to combat these threats teenagers gifted with supernatural abilities called talents such as pyrokinesis and time travel hone their powers at an academy on a secluded island nanao nakajima however is quite different from the others on the island he has no talent with many talented teenagers around him nanao is often a target for bullying but even so he still strives to complete his training soon after two transfer students the mysterious kyouya onodera and the mindreading nana hiiragi join the class but just as everyone starts blending as comradesinarms mysterious disappearances begin to threaten the classs entire foundation written by mal rewrite
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",6.71,"Action, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/1100/109044.jpg,Fall 2020,TV,"A force known as Astral power permeates throughout the world, wielded by astral mages. Fearing its destructive power, the ""Empire"" persecutes those who show their abilities. The tormented mages then founded the Nebulis Sovereignty to flee from their oppressors. Since then, the two nations have been in bitter conflict, the war still going strong for more than a century.

After committing the great crime of freeing an imprisoned witch, the talented knight Iska is sentenced to prison. A year later, the Empire leadership suddenly decides to set him free, with the condition that he hunts down a fearsome mage known as the ""Ice Calamity Witch."" Hoping to end the war, Iska agrees. Coincidentally, the Ice Calamity Witch herself, Aliceliese ""Alice"" Lou Nebulis XI, also wishes for peace and is willing to do everything she can to bring down the Empire.

As Iska and Alice both yearn for a crusade that will turn the world into one without struggle, woe, or pain, the strings of fate tie them ever closer together, creating a bond that goes beyond something fabricated by mere coincidence.

[Written by MAL Rewrite]",SILVER LINK.,a force known as astral power permeates throughout the world wielded by astral mages fearing its destructive power the empire persecutes those who show their abilities the tormented mages then founded the nebulis sovereignty to flee from their oppressors since then the two nations have been in bitter conflict the war still going strong for more than a century after committing the great crime of freeing an imprisoned witch the talented knight iska is sentenced to prison a year later the empire leadership suddenly decides to set him free with the condition that he hunts down a fearsome mage known as the ice calamity witch hoping to end the war iska agrees coincidentally the ice calamity witch herself aliceliese alice lou nebulis xi also wishes for peace and is willing to do everything she can to bring down the empire as iska and alice both yearn for a crusade that will turn the world into one without struggle woe or pain the strings of fate tie them ever closer together creating a bond that goes beyond something fabricated by mere coincidence written by mal rewrite
100-man no Inochi no Ue ni Ore wa Tatteiru,6.52,"Action, Adventure, Drama, Fantasy",https://cdn.myanimelist.net/images/anime/1506/117717.jpg,Fall 2020,TV,"Yuusuke Yotsuya has always disliked Tokyo, but he especially hates the people who live in it. He would rather thrive in a virtual world than try to get along with those around him. At the end of one school day, he sees the popular athlete Iu Shindou talking to Kusue Hakozaki, who spends less time in school due to illness. But when he looks away from the two and back again, they have seemingly disappeared.

Mere moments later, Yotsuya enters a state of free-fall, and the world begins to change around him. Dropping into a large pool of water, the first thing he sees when he comes to his senses is an assortment of enormous monsters. He soon finds out that he has been brought into a game world by Shindou and Hakozaki and that he must complete a quest within 14 days.

There is one thing that separates this world from the real world: anyone who dies will be brought back to life in 30 seconds as long as one party member is alive. Tasked with numerous quests that increase in difficulty over time, Yotsuya, Shindou, and Hakozaki attempt to discover the mystery behind the perplexing game world.

[Written by MAL Rewrite]",Maho Film,yuusuke yotsuya has always disliked tokyo but he especially hates the people who live in it he would rather thrive in a virtual world than try to get along with those around him at the end of one school day he es the popular athlete iu shindou talking to kusue hakozaki who spends less time in school due to illness but when he looks away from the two and back again they have seemingly disappeared mere moments later yotsuya enters a state of freefall and the world begins to change around him dropping into a large pool of water the first thing he es when he comes to his senses is an assortment of enormous monsters he soon finds out that he has been brought into a game world by shindou and hakozaki and that he must complete a quest within days there is one thing that separates this world from the real world anyone who dies will be brought back to life in seconds as long as one party member is alive tasked with numerous quests that increase in difficulty over time yotsuya shindou and hakozaki attempt to discover the mystery behind the perplexing game world written by mal rewrite
